英文,谷歌翻译,引用数量？
april,168 年 4 月,168
arabian oryx (kemono friends),阿拉伯羚羊 (kemono 朋友),168
arm across chest,手臂交叉在胸前,168
ashiyama yoshinori,芦山义典,168
autofellatio,自动口交,168
bastard!!,混蛋！！,168
bobobo,波波波,168
butcherboy,屠夫,168
cenangam,珍南甘,168
chiwino,奇维诺,168
cinkai,亲开,168
clutching chest,捂着胸口,168
communism,共产主义,168
compa,公司,168
cyber (cyber knight),网络（网络骑士）,168
cyberpunk 2077,赛博朋克 2077,168
d-frag!,d-frag!,168
desktop,台式机,168
elliemaplefox,elliemaplefox,168
falco lombardi,法尔科·伦巴第,168
frilled boots,褶边靴子,168
funeral,葬礼,168
giant robo,巨型机器人,168
haioku colonel,haioku上校,168
heavy machine gun,重机枪,168
honest axe,诚实的斧头,168
hosokawa kanako,细川加奈子,168
insect cage,昆虫笼,168
iosys,爱奥西,168
karabako,卡拉巴科,168
kashima (kancolle) (cosplay),鹿岛 (kancolle) (cosplay),168
katagiri himeko,片桐姬子,168
kintoki (sakura miko),金时（樱花巫女）,168
kisairo kaede,kisairo 枫,168
konno takashi,绀野隆,168
kud wafter,库德·沃夫特,168
kyan reki,kyan reki,168
leonat,狮子座,168
lordgenome,主基因组,168
lucio (overwatch),卢西奥（守望先锋）,168
luna lia,月神利亚,168
lunar tear,月泪,168
m37 (girls' frontline),m37（少女前线）,168
mafia,黑手党,168
mahou kyuuri,mahou kyuuri,168
margaret (persona),玛格丽特（角色）,168
marinesnow,海洋雪,168
mazinger z (mecha),mazinger z (机甲),168
mega man zx advent,洛克人 zx 降临,168
mermaid costume,美人鱼服装,168
meruccubus (merunyaa),meruccubus (merunyaa),168
midoriiro no shinzou,绿色的神造,168
mikage kirino,御影桐野,168
monkey mask,猴子面具,168
motteke! serafuku,莫特克！濑福,168
muse (amaburi),缪斯 (amaburi),168
natsumiya yuzu,夏宫柚子,168
nekobell,猫铃,168
organ derwald,器官德瓦尔德,168
original remodel (kantai collection),原始改造（kantai系列）,168
otama (atama ohanabatake),otama (atama ohanabatake),168
pantsing,裤子,168
pitching,投球,168
pot on head,头上的锅,168
pt imp group,pt 小鬼组,168
rain lan,雨兰,168
reammara,雷马拉,168
red star (toranecomet),红星 (toranecomet),168
rexlent,强烈的,168
rimuru tempest (slime),rimuru 暴风雨（史莱姆）,168
saijou haruki,西条春树168,168
sanaki kirsch altina,sanaki 樱桃酒 altina,168
sasaki makie,佐佐木莳绘,168
shaped pubic hair,异形阴毛,168
shiny luminous,闪亮发光,168
shirakawako,白河湖,168
shuz (dodidu),shuz (dodidu),168
spiritomb,灵墓,168
star!! (idolmaster),星星！！ (偶像大师),168
starry sky (game),星空（游戏）,168
sunflower seed,葵花籽,168
suzuki24,铃木24,168
takase kanan,高濑加南,168
tnt,tnt,168
tower of fantasy,幻想之塔,168
two-sided cloak,双面斗篷,168
ukata,形,168
umi monogatari,海物语,168
united kingdom,英国,168
usano mimi,宇野咪咪,168
vocaloid (lat-type ver),VOCALOID (lat-type ver),168
xayah,霞,168
yoropa,约罗巴,168
alphard (canaan),星宿 (迦南),167
amakura mio,天仓澪,167
ardbert (ff14),阿德伯特 (ff14),167
arita haruyuki,有田春雪,167
automatic giraffe,自动长颈鹿,167
azula,阿祖拉,167
banjo-kazooie,班卓琴-卡祖伊,167
baru (val-val),巴鲁 (val-val),167
baymax,大白鲨,167
bitchcraft123,婊子手艺123,167
c-ms (girls' frontline),c-ms（女孩前线）,167
chocolate covered,巧克力覆盖,167
cordelia glauca,科迪莉亚·格劳卡,167
credit card,信用卡,167
dp-12 (girls' frontline),dp-12（女孩前线）,167
drizzile,毛毛雨,167
earplugs,耳塞,167
eiku,英库,167
elma leivonen,埃尔玛·莱沃宁,167
fatherly,父亲,167
furukawa itsuse,古河其用途,167
fuurin (omaemona),fuurin (omaemona),167
fuwa minato,福娃凑,167
gyari (imagesdawn),gyari（图像黎明）,167
gyuudon,牛丼,167
hide (hideout),隐藏（藏身处）,167
hisho collection,hisho 收藏,167
homunculus (artist),homunculus（艺术家）,167
hong meiling (cosplay),洪美玲 (cosplay),167
in locker,在储物柜中,167
iris (flower),鸢尾花（花）,167
jin young-in,金永仁,167
joseph joestar (tequila),约瑟夫·乔斯塔（龙舌兰酒）,167
kapuchii,kapuchii,167
kimi ga aruji de shitsuji ga ore de,kimi ga aruji de shitsuji ga ore de,167
kira-kira sensation!,基拉基拉的感觉！,167
kobi (piliheros2000),科比 (piliheros2000),167
kou (garakuta teikoku),kou (garakuta teikoku),167
kumamoto aichi,熊本爱知,167
kuroba kaito,黑羽快斗,167
mama (mama hiro),妈妈（妈妈宏）,167
married,已婚,167
mashimashi,mashimashi,167
matatabi maru,matatabi 丸,167
matsukura nemu,松仓心目,167
matsuo chizuru,松尾千鹤,167
may of doom,五月末日,167
metal slug attack,金属弹头攻击,167
mii (nintendo),mii（任天堂）,167
minerva (fire emblem),密涅瓦（火徽）,167
misakura nankotsu,美樱南口,167
nakamura kanko,中村观光,167
naked snake,裸蛇,167
nanabuluku,纳纳布卢库,167
narumiya (empty cafe),narumiya (空咖啡馆),167
natasha (sekai seifuku),娜塔莎 (sekai seifuku),167
nekoyashiki pushio,nekoyashiki pushio,167
neone,霓虹灯,167
neve,尼夫,167
octagram,八角星,167
open bag,开袋,167
optical illusion,视错觉,167
orangina,橘子,167
pansage,传世,167
parking lot,停车场,167
partially immersed,部分沉浸,167
pidove,鸽子,167
platinum (shimmering dew) (arknights),铂金（闪烁的露水）（arknights）,167
polka dot camisole,波点吊带背心,167
polteageist,政治家,167
purple serafuku,紫色 serafuku,167
red ribbon army,红丝带军,167
red stone of aja,aja,167
ryokan,日式旅馆,167
saaya (kirome),saaya（基罗姆）,167
sakurea,樱花,167
sandbag,沙袋,167
sarhce,萨尔切,167
saruchitan,萨鲁奇坦,167
setra,塞特拉,167
shikano sumiaki,鹿野隅明,167
single letter,单个字母,167
sonshoukou,儿子手口,167
sophie (howl no ugoku shiro),苏菲（嚎叫没有 ugoku shiro）,167
sunrise (company),日出（公司）,167
tahya,塔海亚,167
taimanin murasaki,taimanin murasaki,167
tamu (mad works),tamu（疯狂的作品）,167
thunderbolt fantasy,霹雳幻想167,167
tomoeda middle school uniform,友枝中学制服,167
toriga naku,toriga naku,167
umaibou,麦布,167
urine meter,尿计,167
usa mimi,美国咪咪,167
vegetation,植被,167
xo,xo,167
yunagi amane,yunagi aane,167
aeru,aeru,166
akira ferrari,晃法拉利,166
alex (street fighter),亚历克斯（街头霸王）,166
anne (shingeki no bahamut),安妮 (shingeki no bahamut),166
aqua scarf,水色围巾,166
araki495,荒木经惟495,166
browning m2,褐变 m2,166
buri (retty9349),武里 (retty9349),166
c.cu,c.cu,166
comic lo,漫画 lo,166
corset piercing,紧身胸衣穿孔,166
daidai ookami,大带大神,166
duel masters,决斗大师,166
endori,内多里,166
fairy knight lancelot (second ascension) (fate),妖精骑士兰斯洛特（第二次升天）（命运）,166
fatal frame 3,致命帧 3,166
fechirin,铁蛋白,166
female trainer (umamusume),女教练 (umamusume),166
fruit background,水果背景,166
giratina (altered),骑拉帝纳（更改）,166
girls' frontline 2: exilium,少女前线2：流放,166
gleam,微光,166
gouguru,咕咕咕,166
graph,图,166
hand on window,手放在窗户上,166
hanging lantern,挂灯笼,166
harpoon,鱼叉,166
hermione (azur lane),赫敏（碧蓝航线）,166
hyougintou,兵器头,166
imagawa akira,今川晃,166
ines fujin (umamusume),ines fujin (umamusume),166
jivke,吉夫克,166
jovejun,jovejun,166
kagura chitose,神乐千岁,166
kakizome,柿子,166
kakumayu,角马汤,166
karasu (naoshow357),karasu (naoshow357),166
kirschtaria wodime,kirschtaria wodime,166
kitamurashu,北村周,166
komimiyako,小宫子,166
kouya no kotobuki hikoutai,光夜之寿hikoutai,166
krirk,克里克,166
kuga huna,库加胡娜,166
kurinton,库林顿,166
kurumi (lycoris recoil),kurumi（石蒜反冲）,166
kusarigama,草镰,166
light brown background,浅棕色背景,166
lovers (game),恋人（游戏）,166
maburaho,马布拉霍,166
mail,邮件,166
mannack,曼纳克,166
mayusaki yuu,真崎悠,166
meroune lorelei,meroune 罗蕾莱,166
mimyo,咪咪,166
motokonut,motokonut,166
nagy,纳吉,166
narberal gamma,纳贝拉尔伽马,166
naru (andante),鸣 (行板),166
nonoyama,野山,166
ooyama (angel beats!),ooyama（天使节拍！）,166
otabe sakura,大部樱花,166
parka (summersketch),派克大衣（夏季素描）,166
phone with ears,带耳朵的电话,166
pikapikapop (idolmaster),pikapikapop (偶像大师),166
pixie willow (voice actor),小精灵柳（配音演员）,166
planter,播种机,166
plumeria (pokemon),鸡蛋花（口袋妖怪）,166
print scrunchie,印花发圈,166
protocol omega,欧米茄协议,166
redjet,雷杰特,166
rowboat,划艇,166
saeki touma,佐伯当麻,166
samurott,萨穆罗特,166
sawada tsunayoshi,泽田纲吉,166
shiki (senran kagura),shiki (闪乱神乐),166
shoto (vtuber),shoto (vtuber),166
sita vilosa,西塔维罗萨,166
snowman hair ornament,雪人发饰,166
speedo (company),speedo (公司),166
spoiler (automobile),扰流板（汽车）,166
spoken star,口语明星,166
susie (deltarune),苏西（deltarune）,166
t-back,t-back,166
t@ke-g,t@ke-g,166
tadashi,忠,166
takaomi (orenchi no maidosan),takaomi (orenchi no maidosan),166
takashi (huzakenna),takashi (huzakenna),166
tokyogenso,东京源庄,166
touhou danmaku kagura,东方弹幕神乐,166
trainer (idolmaster),训练师（偶像大师）,166
tsurugi (blue archive),tsurugi（蓝色档案）,166
tug,拖船,166
u u (mooooooou),你（呜呜呜）,166
urasekai picnic,浦濑海野餐,166
valkyrie (vnd),瓦尔基里 (越南),166
xaxaxa,xaxaxa,166
yangsion,扬声,166
yaoshi jun,药师君,166
yatagarasu (tsukumo sana),yatagarasu (tsukumo sana),166
yui (niikyouzou),yui (niikyouzou),166
yukimi,雪见,166
yushika,yushika,166
zeke von genbu (xenoblade),zeke von genbu (xenoblade),166
3 3,3 3,165
absinthe (arknights),苦艾酒（方舟之夜）,165
akihiro altland,奥特兰明弘,165
alicia renato (yashiro sousaku),艾丽西亚·雷纳托 (yashiro sousaku),165
alracoco,阿拉可可,165
amane (dream c club),amane (dream c 俱乐部),165
anal fisting,肛门拳交,165
aos,奥斯,165
arms on table,桌子上的武器,165
atem,项目,165
b3 wingman,b3 僚机,165
bakugou mitsuki,爆豪三月,165
beef,牛肉,165
blacksaikou,黑赛口,165
blue wristband,蓝色腕带,165
bongo cat,邦戈猫,165
chaise longue,躺椅,165
checkered wall,方格墙,165
clipe,剪辑,165
cyanide-whale,氰化鲸,165
dire wolf (kemono friends),可怕的狼（kemono 朋友）,165
dj max portable,DJ 最大便携式,165
dog paws,狗爪,165
earth-chan,地球瓒,165
emet-selch,emet-selch,165
familymart,全家165,165
firecrackers,鞭炮,165
fox child (doitsuken),狐狸小孩 (doitsken),165
fushisha o,fushisha o,165
futaba akane,双叶茜,165
gendo0032,gendo0032,165
gogono pan'ya,gogono pan'ya,165
group incest,集体乱伦,165
gundam narrative,高达叙事,165
hacka doll 2,哈卡娃娃 2,165
hakonnbo,哈康博,165
hal (goshujinomocha),哈尔 (goshujinomocha),165
hand on another's crotch,手放在别人的胯部,165
headboard,床头板,165
hida tatsuo,飞驒达男,165
hooded shirt,连帽衬衫,165
ice cream on face,冰淇淋在脸上,165
isu,伊苏,165
japan ground self-defense force,日本地面自卫队,165
kahili (pokemon),卡希里语（宠物小精灵）,165
kale (dragon ball),羽衣甘蓝（龙珠）,165
karasuma kuraha,乌丸仓叶,165
kissuisou uniform,Kissuisou 制服,165
koko hekmatyar,koko hekmatyar,165
konnosuke,konnosuke,165
kuri (kurigohan),kuri (kurigohan),165
kusaba (kusabashiki),草场 (kusabashiki),165
macaroni hourensou,通心粉小时连苏,165
machi (7769),町 (7769),165
macintosh,麦金塔电脑,165
mairimashita! iruma-kun,舞美下！入间君,165
mairo,麦罗,165
margay print,玛盖印花,165
maruruk,马鲁克,165
medic,医生,165
minatsuki alumi,minatsuki 铝,165
mitarashi anko,御手洗 165,165
mizuki kotori (yu-gi-oh!),水木琴里 (yu-gi-oh!),165
mizukoshi (marumi),水越（丸美）,165
mp5 (girls' frontline),mp5(少女前线),165
mugetsu2501,mugetsu2501,165
nozaki tsubata,野崎椿,165
nueco,新科,165
nullken,空肯,165
oborofu,大布罗布,165
ogura eisuke,小仓荣介,165
oka (bananashoe),奥卡（香蕉鞋）,165
oliver (vocaloid),奥利弗（VOCALOID）,165
oruka (kamituki0827),oruka (kamituki0827),165
parakeet,长尾小鹦鹉,165
power bottom,电源底部,165
pp tenshi t-shirt,pp 天时 T 恤,165
razia,拉齐亚,165
removing legwear,脱下裤袜,165
ribbon hair,丝带头发,165
rkp,rkp,165
ro (aahnn),罗 (aahnn),165
rock lee,李岩,165
sawatari izumi,泉泽渡,165
shiguma (signalmass),shiguma（信号质量）,165
shinoda hajime,筱田始,165
shiokko (murasaki shion),shiokko (紫苑),165
shiwo,石窝,165
shoe loss,鞋损,165
shoukaku (sororal wings) (azur lane),shoukaku (sororalwings) (azur Lane),165
sitting on torii,坐在牌坊上,165
skylight,天窗,165
starmilk,星奶,165
suda (yuunagi enikki),须田 (yuunagi enikki),165
summon night 5,召唤之夜 5,165
tachibana jun'ichi,橘纯一,165
tamagawa yukimaru,玉川幸丸,165
tare (tonikaku magaru),皮重 (tonikaku magaru),165
team skull uniform,团队骷髅制服,165
tejina senpai (series),tejina前辈（系列）,165
triple scoop,三勺,165
tsunemi aosa,海啸苍生,165
uruu gekka,乌鲁月阁,165
veiny hands,静脉曲张的手,165
wa-class transport ship,WA级运输船,165
walfie (style),walfie（风格）,165
wigglytuff,摇摆不定,165
yamin (cookie),亚明（饼干）,165
yang guifei (third ascension) (fate),杨贵妃（第三次提升）（命运）,165
yazaki (yazakc),矢崎 (yazakc),165
yoshida ryouko,吉田凉子,165
yoshitani motoka,吉谷元香,165
yume no tobira,梦之鸟平,165
yuzutei,柚子亭,165
zi se,子色,165
^jj^,^jj^,164
arurandeisu,阿鲁兰代苏,164
aurea juniper,金黄色杜松,164
bagua,八卦,164
blank page,空白页,164
bowieknife,弓刀,164
bridgeless bra,无桥文胸,164
brown robe,棕色长袍,164
chro,铬,164
comic girls,漫画女孩,164
corviknight,科维克奈特,164
dakkalot,达卡洛,164
e-co,电子商务,164
ebanoniwa,茄庭,164
emboar,装运,164
endou masatoshi,远藤正志,164
enoo,以诺,164
excalibur (fate/prototype),excalibur（命运/原型）,164
fainted,晕倒了,164
foodification,食物化,164
frfr,FRFR,164
fuse,保险丝,164
gary oak,加里橡树,164
group profile,群组简介,164
haruba negi,haruba negi,164
hikaru (ofuton at5),光（ofuton at5）,164
holding gem,拿着宝石,164
junes,六月,164
kamen rider fourze,假面骑士fourze,164
kana616,假名616,164
kanoe yuuko,金江优子,164
kimagure orange road,kimagure 橙路,164
kochou kanae,甲长金苗,164
kuwata leon,桑田莱昂,164
manhole,沙井,164
matsuri (teriyaki),祭（照烧）,164
mega man x4,洛克人 x4,164
moupii (hitsuji no ki),moupii (hitsuji no ki),164
mu-pyon,mu-pyon,164
nakabayashi yoshitaka's maid uniform,中林义孝的女仆制服,164
nemunemu (candy paddle),nemunemu（糖果桨）,164
ngetyan,恩格提安,164
none (kameko227),无 (kameko227),164
nuko (mikupantu),努科 (mikupantu),164
okita sawa,冲田泽,164
olivier mira armstrong,奥利维尔·米拉·阿姆斯特朗,164
onsen musume,温泉娘,164
orange tank top,橙色背心,164
orihi chihiro,织日千寻,164
pactio,契约,164
piyotan (girls und panzer),piyotan（少女与装甲）,164
plap,拍手,164
rance,兰斯,164
ro-500 (kancolle) (cosplay),ro-500 (kancolle) (角色扮演),164
saionji sekai,西园寺世界,164
sakine meiko,sakine meiko,164
sanjiro (tenshin anman),sanjiro（天心安满）,164
sasakura (calicchio),sasakura (calicchio),164
scarlet weather rhapsody,猩红天气狂想曲,164
shiguma rika,志熊梨香,164
shio (futatsumami),shio (二妻),164
spark,火花,164
star wars: the force awakens,星球大战：原力觉醒,164
sylphy (amaburi),轩逸 (amaburi),164
taker pov,接受者 pov,164
torkoal,托考尔,164
toucan,巨嘴鸟,164
toudou chise,豆豆千丝164,164
ugif,ugif,164
unxi,unxi,164
usuzumi hatsumi,初见臼,164
vivillon,维维翁,164
wonder egg priority,奇迹蛋优先,164
yamada anna,山田安娜,164
yewang19,野王19,164
yotsuya miko,四谷巫女,164
yuran (kuen-hien),yuran (kuen-hien),164
yuuki aine,结城爱音,164
a song of ice and fire,冰与火之歌,163
aiz wallenstein,艾兹华伦斯坦,163
akebono kai ni (kancolle),akebono kai ni (kancolle),163
amano kozue,天野kozue,163
ankea (a-ramo-do),ankea (a-ramo-do),163
aokihoshi,青木星,163
aotan nishimoto,青檀西本,163
bungou stray dogs,文豪流浪狗,163
charger,充电器,163
cla (finesoda),cla（细苏打）,163
cross-laced dress,交叉系带连衣裙,163
cross-laced sandals,交叉系带凉鞋,163
cruiser,巡洋舰,163
daidou (demitasse),daidou (demitasse),163
dazed,头晕目眩,163
dhalsim,达尔西姆,163
doghouse,狗窝,163
domo1220,domo1220,163
dryad,树妖,163
fa no hito,fa no hito,163
firefox,火狐,163
floorplan,平面图,163
garlic,大蒜,163
greek cross,希腊十字架,163
green innertube,绿色内胎,163
hai to gensou no grimgar,hai to gensou no grimgar,163
haku (sabosoda),白 (sabosoda),163
hanamasa ono,小野花正,163
held down,按住,163
hiei (azur lane),hiei（碧蓝航线）,163
hisakawa chin,久川下巴,163
hol horse,霍尔马,163
ichinose uruha,一之濑urha,163
ichiyan,一燕,163
ikezawa shin,池泽新,163
iro ame (amewaagada),iro ame (amewaagada),163
jashin-chan,jashin-chan,163
joseph oda,约瑟夫·奥达,163
kamen rider faiz,假面骑士faiz,163
karatakewari,karatakewari,163
kazuki-mendou,一树门童,163
kiona (giraffe kiona),kiona (长颈鹿 kiona),163
knee guards,护膝,163
koga koharu,古贺小春,163
kokura masashi,小仓正志,163
kuranosuke,仓之助,163
kurokaze no sora,黑风之空,163
linmiee,林米,163
litsvn,163,163
makumaxu,makumaxu,163
mary cochran,玛丽·科克伦,163
mask lift,面罩升降机,163
mass effect,质量效应,163
matching hairstyle,搭配发型,163
mega stone,巨石,163
megaman.exe,megaman.exe,163
meika hime,梅卡姬163,163
mutang,木塘,163
name john,名字约翰,163
naokomama,直熊妈妈,163
noyomidx,诺优米德,163
nura (oaaaaaa),努拉 (oaaaaaa),163
ohagi1010,大萩1010,163
